address,LATB,LNGB,price,time
"中央公馆??
                    蔡甸-蔡甸城区-临嶂大道39号",30.5806,114.036753,10683,2017
"中央公馆??
                    蔡甸-蔡甸城区-临嶂大道39号",30.5806,114.036753,10683,2015
"游艺社区??
                    硚口-汉正街-六角亭街",30.580504,114.279928,15950,1998
"东辉花园??
                    硚口-宝丰崇仁-硚口路137号",30.580298,114.256957,22977,2005
"东辉花园??
                    硚口-宝丰崇仁-硚口路137号",30.580298,114.256957,22826,2009
"东辉花园??
                    硚口-宝丰崇仁-硚口路137号",30.580298,114.256957,20762,2008
"东辉花园??
                    硚口-宝丰崇仁-硚口路137号",30.580298,114.256957,20810,2008
"祥鑫天骄城??
                    蔡甸-蔡甸城区-蔡甸大街",30.580264,114.026436,11157,2015
"建新东区??
                    蔡甸-蔡甸城区-茂源街18号",30.579821,114.044166,9593,2008
"福星惠誉榜YOUNG??
                    江岸-百步亭-后湖大道",30.579776,114.329658,19377,2018
"福星惠誉榜YOUNG??
                    江岸-百步亭-后湖大道",30.579776,114.329658,18604,2017
"阮家台铁路住宅区??
                    硚口-宝丰崇仁-阮家台31号",30.579775,114.240055,17037,2003
"雅典居花园??
                    硚口-汉正街-民意四路17号",30.579765,114.284139,20000,2013
"鄂教小区??
                    硚口-宝丰崇仁-站邻路",30.579743,114.263748,20606,1998
"天后社区??
                    江汉-六渡桥-民主二街",30.57971,114.286017,21600,1990
"仁硚新村??
                    硚口-宝丰崇仁-仁寿路357号",30.579692,114.256696,22533,2004
"荣西社区??
                    硚口-武胜路-武胜西街63号",30.579692,114.274215,19603,1998
"佳和广场??
                    硚口-汉正街-利济东街27号",30.579641,114.278441,17884,2003
"阳城汉江苑??
                    汉阳-七里庙-琴台大道",30.579397,114.197054,13446,2016
"楚天都市雅园??
                    武昌-中北路-中北路230号",30.579293,114.368384,28985,2015
"龙腾仕家??
                    蔡甸-蔡甸城区-蔡甸大街207号",30.578783,114.036364,11413,2010
"荣东社区??
                    硚口-汉正街-武胜东街",30.578583,114.276348,18823,2000
"恒大首府东区??
                    武昌-徐家棚-和平大道690号",30.578334,114.328123,30112,2014
"恒大首府西区??
                    武昌-徐家棚-和平大道",30.578334,114.328123,32867,2013
"恒大首府东区??
                    武昌-徐家棚-和平大道690号",30.578334,114.328123,28911,2014
"恒大首府东区??
                    武昌-徐家棚-和平大道690号",30.578334,114.328123,31404,2015
"地质村??
                    硚口-武胜路-荣华街",30.577947,114.27351,20161,2000
"御景名苑??
                    硚口-武胜路-玉带正街92号",30.577562,114.263482,25050,2000
"白玫瑰花苑??
                    武昌-中北路-中北路253号",30.577121,114.358736,23243,2000
"金海名都??
                    硚口-汉正街-中山大道185附28号",30.576686,114.277,23191,2010
"金海名都??
                    硚口-汉正街-中山大道185附28号",30.576686,114.277,22978,2013
"金海名都??
                    硚口-汉正街-中山大道185附28号",30.576686,114.277,22340,2014
"燕山社区??
                    硚口-汉正街-多福路",30.576642,114.282038,19871,2003
"钟家村小区??
                    汉阳-钟家村-汉阳大道",30.576432,114.278878,18518,2008
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,28431,2011
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,35164,2010
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,31446,2006
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,25490,2006
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,25882,2012
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,26470,2008
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,32704,2009
"融侨华府??
                    武昌-积玉桥-和平大道",30.576385,114.32364,32542,2009
"崇仁小区??
                    硚口-武胜路-崇仁路107附1号",30.576358,114.267586,18965,1996
"江汉二桥街知音西苑社区??
                    汉阳-郭茨口-玫瑰街",30.576168,114.216632,15348,1993
"幸乐村小区??
                    硚口-武胜路-荣华一路",30.576127,114.271049,19603,1998
"裕亚俊园??
                    硚口-武胜路-中山大道49号",30.576006,114.264394,23231,2012
"裕亚俊园??
                    硚口-武胜路-中山大道49号",30.576006,114.264394,27083,2014
"民权公寓??
                    江汉-六渡桥-民权路65附1号",30.575921,114.299227,22172,2005
"公务员大厦??
                    硚口-武胜路-集贤路3号",30.575918,114.270038,17532,2003
"越秀星汇云锦??
                    硚口-武胜路-中山大道1号",30.575623,114.255553,30104,2016
"越秀星汇云锦??
                    硚口-武胜路-中山大道1号",30.575623,114.255553,31060,2014
"越秀星汇云锦??
                    硚口-武胜路-中山大道1号",30.575623,114.255553,31439,2014
"省购宿舍??
                    武昌-中北路-黄鹂路2-8号",30.575431,114.363348,22549,1999
"旌德社区??
                    硚口-汉正街-多福路117号17-6号",30.575267,114.282901,19266,2000
"旌德社区??
                    硚口-汉正街-多福路117号17-6号",30.575267,114.282901,19963,1998
"旌德社区??
                    硚口-汉正街-多福路117号17-6号",30.575267,114.282901,16447,2000
"旌德社区??
                    硚口-汉正街-多福路117号17-6号",30.575267,114.282901,17894,2000
"爱尚东亭??
                    武昌-中北路-中北路257号",30.57522,114.359953,31386,2012
"国信新城二三期??
                    汉阳-七里庙-琴台大道501号",30.575127,114.222581,15044,2008
"崇仁新都??
                    硚口-武胜路-中山大道192号",30.574958,114.268973,22448,2006
"沁园铭城??
                    蔡甸-蔡甸城区-茂盛路",30.574267,114.043236,11816,2012
"汉华花园??
                    硚口-武胜路-操场角12号",30.574227,114.272553,18904,2000
"水岸国际澜桥公馆??
                    武昌-中北路-友谊大道",30.574046,114.327941,40449,2014
"丽景苑??
                    硚口-汉正街-长堤街521号",30.574036,114.275429,19350,2006
"华润悦府??
                    汉阳-七里庙-知音大道,近华园路",30.573813,114.249278,20986,2014
"水仙里小区??
                    汉阳-郭茨口-玫瑰街325号",30.573792,114.208374,14908,2000
"水仙里小区??
                    汉阳-郭茨口-玫瑰街325号",30.573792,114.208374,13827,1995
"水仙里小区??
                    汉阳-郭茨口-玫瑰街325号",30.573792,114.208374,14906,1993
"汉正花园??
                    硚口-汉正街-汉正街695号",30.573334,114.284276,19248,2005
"昌南花园??
                    汉阳-郭茨口-永安堂路",30.573254,114.194494,14044,2008
"安善社区??
                    硚口-汉正街-汉正街",30.573151,114.282218,17901,2000
"安善社区??
                    硚口-汉正街-汉正街",30.573151,114.282218,17592,2000
"东亭小区??
                    武昌-中北路-黄鹂路",30.573131,114.364464,19767,1999
"华发外滩首府??
                    江岸-二七路-永泰路",30.572422,114.284055,34973,2018
"华发外滩首府??
                    江岸-二七路-永泰路",30.572422,114.284055,34000,2018
"华发外滩首府??
                    江岸-二七路-永泰路",30.572422,114.284055,34948,2018
"华发外滩首府??
                    江岸-二七路-永泰路",30.572422,114.284055,35026,2018
"华发外滩首府??
                    江岸-二七路-永泰路",30.572422,114.284055,33968,2018
"华发外滩首府??
                    江岸-二七路-永泰路",30.572422,114.284055,33015,2018
"中海琴台华府??
                    汉阳-七里庙-月琴路",30.57226,114.251987,22400,2016
"金昌大厦??
                    硚口-汉正街-汉正街728附18号",30.572258,114.284558,14714,1995
"江山如画4期??
                    硚口-武胜路-汉正街413号",30.572034,114.271478,27600,2013
"江山如画4期??
                    硚口-武胜路-汉正街413号",30.572034,114.271478,28915,2013
"江山如画2期??
                    硚口-武胜路-沿河大道260号",30.57164,114.268762,23802,2006
"江山如画2期??
                    硚口-武胜路-沿河大道260号",30.57164,114.268762,26086,2008
"万达公馆??
                    武昌-积玉桥-和平大道209号",30.571437,114.316359,27972,2012
"东富商城??
                    硚口-汉正街-汉正街",30.571327,114.277648,18550,2000
"东富商城??
                    硚口-汉正街-汉正街",30.571327,114.277648,18840,1998
"江山如画1期??
                    硚口-武胜路-沿河大道236附6号",30.571016,114.270454,23148,2006
"江山如画1期??
                    硚口-武胜路-沿河大道236附6号",30.571016,114.270454,21942,2006
"江山如画1期??
                    硚口-武胜路-沿河大道236附6号",30.571016,114.270454,27142,2006
"江山如画1期??
                    硚口-武胜路-沿河大道236附6号",30.571016,114.270454,26455,2012
"江山如画6期??
                    硚口-武胜路-长堤街",30.570671,114.270548,29886,2008
"江山如画3期??
                    硚口-武胜路-沿河大道",30.570671,114.270548,25000,2009
"江山如画3期??
                    硚口-武胜路-沿河大道",30.570671,114.270548,25319,2009
"竹牌社区??
                    硚口-汉正街-崇德里3号",30.570569,114.279253,26000,1992
"统建玫瑰苑(北苑)??
                    汉阳-郭茨口-玫瑰街",30.570392,114.209227,14814,2001
"九龙仓月玺??
                    汉阳-七里庙-兴月路",30.570234,114.249684,23801,2016
"统建锦绣江南二四期??
                    武昌-中北路-中北路126号",30.569933,114.363439,31828,2010
"统建锦绣江南二四期??
                    武昌-中北路-中北路126号",30.569933,114.363439,31851,2011
"十里玫瑰二期??
                    汉阳-七里庙-玫瑰街",30.569645,114.228741,10000,2017
"十里玫瑰??
                    汉阳-七里庙-玫瑰街",30.569645,114.228741,11454,2016
"幺铺还建楼??
                    蔡甸-知音湖-汉新街",30.569558,114.083372,5111,2016
"幺铺还建楼??
                    蔡甸-知音湖-汉新街",30.569558,114.083372,5833,2015
"幺铺还建楼??
                    蔡甸-知音湖-汉新街",30.569558,114.083372,5000,2015
"月湖琴声??
                    汉阳-七里庙-兴月路",30.569303,114.251243,23235,2015
"锦绣江南一期??
                    武昌-中北路-中北路126号",30.569059,114.365126,30909,2008
"十里铺社区??
                    汉阳-七里庙-玫瑰东园路",30.568861,114.22207,16304,2002
"金龙百灵景都??
                    汉阳-七里庙-百灵路1号",30.568514,114.231097,17717,2010
"黄鹂小区??
                    武昌-东湖风景区-黄鹂路80号",30.567618,114.375882,25625,1995
"东湖壹号??
                    武昌-中北路-中北路120号",30.567202,114.36314,33008,2013
"东湖壹号??
                    武昌-中北路-中北路120号",30.567202,114.36314,38474,2014
"王家湾中央生活区??
                    汉阳-王家湾-汉阳大道",30.566901,114.211047,18393,2015
"王家湾中央生活区??
                    汉阳-王家湾-汉阳大道",30.566901,114.211047,18548,2015
"顶琇广场??
                    汉阳-王家湾-十升路特1号",30.566891,114.215174,18043,2018
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,13684,2015
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,14000,2015
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,14000,2014
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,15384,2015
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,15416,2014
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,14631,2017
"亿达云山湖??
                    洪山-花山生态城-花城北路",30.566181,114.512634,17578,2015
"阳城景园??
                    汉阳-七里庙-汉阳大道654号",30.565805,114.227628,17973,2006
"蓝湾俊园??
                    武昌-积玉桥-临江大道76号",30.565627,114.311957,22047,2004
"中国铁建国际城??
                    汉阳-王家湾-龙阳湖北路",30.56545,114.205388,17857,2013
"中国铁建国际城??
                    汉阳-王家湾-龙阳湖北路",30.56545,114.205388,18674,2016
"中国铁建国际城??
                    汉阳-王家湾-龙阳湖北路",30.56545,114.205388,19565,2016
"中国铁建国际城??
                    汉阳-王家湾-龙阳湖北路",30.56545,114.205388,17553,2015
"友谊国际??
                    武昌-积玉桥-友谊大道特1号",30.565246,114.322502,27777,2017
"汉街壹号公馆??
                    武昌-中北路-中北路171号",30.564869,114.348314,35416,2016
"欧洲花园??
                    洪山-铁机路-徐东路7号",30.564862,114.353413,20253,2005
"欧洲花园??
                    洪山-铁机路-徐东路7号",30.564862,114.353413,21424,2006
"武昌园林局宿舍??
                    武昌-阅马场首义-首义路",30.56486,114.353622,18219,2000
"领寓??
                    武昌-中北路-中北路107-2号",30.564147,114.350335,26829,2009
"安顺星苑??
                    武昌-中北路-中北路115号",30.561967,114.346291,28441,2003
"碧桂园生态城山湖间??
                    洪山-花山生态城-花城南路",30.560996,114.508756,14883,2014
"碧桂园生态城山湖间??
                    洪山-花山生态城-花城南路",30.560996,114.508756,15192,2015
"碧桂园生态城山湖间??
                    洪山-花山生态城-花城南路",30.560996,114.508756,17204,2013
"天地源城际花园??
                    洪山-白沙洲-白沙洲大道169号",30.560836,114.360785,15540,2013
"天地源城际花园??
                    洪山-白沙洲-白沙洲大道169号",30.560836,114.360785,14864,2013
"西山林语??
                    蔡甸-知音湖-汉阳大道",30.559903,114.127466,14615,2013
"西山林语??
                    蔡甸-知音湖-汉阳大道",30.559903,114.127466,12357,2012
"安顺花园??
                    武昌-小东门-中北路85号",30.559775,114.343766,26666,2005
"安顺家园??
                    武昌-小东门-公正路212号",30.559664,114.343691,32089,2010
"安顺家园??
                    武昌-小东门-公正路212号",30.559664,114.343691,31088,2008
"安顺家园??
                    武昌-小东门-公正路212号",30.559664,114.343691,37457,2008
"五琴里社区??
                    汉阳-钟家村-汉阳大道376号",30.559222,114.256681,20652,1997
"新澳蓝草坪??
                    汉阳-王家湾-龙阳大道66号",30.559164,114.209472,17982,2013
"新澳蓝草坪??
                    汉阳-王家湾-龙阳大道66号",30.559164,114.209472,18666,2010
"新澳蓝草坪??
                    汉阳-王家湾-龙阳大道66号",30.559164,114.209472,19129,2013
"中大十里新城??
                    汉阳-王家湾-墨水湖北路",30.558056,114.222222,20359,2017
"中大十里新城??
                    汉阳-王家湾-墨水湖北路",30.558056,114.222222,18181,2004
"中大十里新城??
                    汉阳-王家湾-墨水湖北路",30.558056,114.222222,18862,2014
"碧桂园生态城依云??
                    洪山-花山生态城-花城大道",30.55779,114.496463,15670,2015
"碧桂园生态城依云??
                    洪山-花山生态城-花城大道",30.55779,114.496463,16111,2015
"碧桂园生态城观澜苑??
                    洪山-花山生态城-花城大道",30.55779,114.496463,15000,2015
"碧桂园生态城观澜苑??
                    洪山-花山生态城-花城大道",30.55779,114.496463,14539,2015
"碧桂园生态城观澜苑??
                    洪山-花山生态城-花城大道",30.55779,114.496463,14184,2015
"碧桂园生态城依云??
                    洪山-花山生态城-花城大道",30.55779,114.496463,15384,2016
"碧桂园生态城观澜苑??
                    洪山-花山生态城-花城大道",30.55779,114.496463,15625,2015
"碧桂园生态城观澜苑??
                    洪山-花山生态城-花城大道",30.55779,114.496463,15416,2015
"龙阳时代??
                    汉阳-王家湾-龙阳大道49号",30.557719,114.213663,19375,2016
"人信汇(一期)??
                    汉阳-王家湾-龙阳大道58号",30.557449,114.211371,19642,2014
"星海虹城??
                    武昌-小东门-民主二路58号",30.557143,114.335268,31736,2009
"琴台社区??
                    汉阳-钟家村-汉阳大道",30.556878,114.267718,20311,1998
"琴台社区??
                    汉阳-钟家村-汉阳大道",30.556878,114.267718,19500,2006
"东龙世纪花园??
                    武昌-小东门-紫沙路204号",30.55664,114.327488,26666,2009
"都府堤社区??
                    武昌-司门口-中华路",30.556329,114.30374,22500,2000
"龙阳1号??
                    汉阳-王家湾-芳草路88号",30.556235,114.217448,19047,2015
"长城汇??
                    武昌-小东门-姚家岭路",30.55605,114.344648,31881,2016
"恒大绿洲??
                    蔡甸-知音湖-汉阳大道",30.555894,114.130466,12500,2013
"恒大绿洲??
                    蔡甸-知音湖-汉阳大道",30.555894,114.130466,14193,2013
"恒大绿洲??
                    蔡甸-知音湖-汉阳大道",30.555894,114.130466,13153,2012
"恒大绿洲??
                    蔡甸-知音湖-汉阳大道",30.555894,114.130466,12500,2012
"人信汉商银座??
                    汉阳-钟家村-汉阳大道",30.555369,114.274566,21000,2016
"双柏小区??
                    武昌-司门口-双柏前街",30.554435,114.315624,20619,2000
"双柏小区??
                    武昌-司门口-双柏前街",30.554435,114.315624,20597,1995
"水果湖统计局宿舍??
                    武昌-水果湖-东一路",30.55423,114.351905,34712,2002
"东方华尔兹??
                    汉阳-建港-动物园路48号",30.554078,114.248666,20224,2010
"东方华尔兹??
                    汉阳-建港-动物园路48号",30.554078,114.248666,20111,2009
"楚材社区??
                    武昌-司门口-中华路88号附2号",30.553944,114.30802,20000,1998
"南静苑小区??
                    汉阳-建港-麒麟路",30.55383,114.231775,14602,2000
"舒心苑(鹰台路步行街)??
                    武昌-水果湖-水果湖路37号",30.553719,114.352472,34647,2002
"桃花岛城市花园??
                    汉阳-建港-桃花街",30.553705,114.229408,14606,1993
"五里汉城??
                    汉阳-钟家村-汉阳大道317号",30.553622,114.259587,19157,2005
"万科汉阳国际A区??
                    汉阳-升官渡-陶家岭路",30.553229,114.200424,18907,2015
"万科汉阳国际A区??
                    汉阳-升官渡-陶家岭路",30.553229,114.200424,19285,2016
"万科汉阳国际A区??
                    汉阳-升官渡-陶家岭路",30.553229,114.200424,18133,2016
"拜赞庭??
                    武昌-小东门-民主路717附1号",30.55276,114.333836,23193,2007
"拜赞庭??
                    武昌-小东门-民主路717附1号",30.55276,114.333836,23109,2000
"万科汉阳国际B区??
                    汉阳-升官渡-康达街10号",30.551895,114.200968,19358,2015
"万科汉阳国际B区??
                    汉阳-升官渡-康达街10号",30.551895,114.200968,20749,2014
"新长江香榭琴台东区??
                    汉阳-钟家村-五龙路49号",30.551574,114.257808,23426,2012
"金沙阁??
                    武昌-小东门-紫沙路23号",30.551312,114.328773,20720,2002
"中科院水生所宿舍区??
                    武昌-东湖风景区-东湖南路7号",30.551306,114.365172,30000,2000
"龙江庭苑A区??
                    汉阳-钟家村-五龙路51号",30.551176,114.258677,18489,2009
"龙江庭苑B区??
                    汉阳-钟家村-五龙路51号",30.551052,114.259638,18846,2009
"小东门二航设计院宿舍??
                    武昌-小东门-民主路555号",30.550995,114.322579,18570,1993
"万科汉阳国际C区??
                    汉阳-升官渡-康达街",30.550583,114.198733,19390,2015
"忠孝门小区??
                    武昌-司门口-忠孝门28号",30.550582,114.321888,21428,1996
"水墨甲秀(别墅)??
                    汉阳-王家湾-龙珠路",30.550257,114.213427,29302,2013
"福星惠誉汉阳城??
                    汉阳-钟家村-拦江路170号",30.550182,114.276639,24698,2015
"南国明珠3期??
                    汉阳-升官渡-龙珠路",30.549955,114.210609,22295,2011
"华润置地公馆??
                    武昌-小东门-民主路624号",30.5496,114.332754,31636,2012
"张家湾小区??
                    武昌-水果湖-东三路20号",30.549349,114.353512,36461,2000
"张家湾小区??
                    武昌-水果湖-东三路20号",30.549349,114.353512,36238,2000
"就业小区??
                    武昌-水果湖-东一路30号",30.549175,114.349085,30000,2000
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13274,2016
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13114,2015
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13684,2015
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13114,2016
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13636,2016
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13204,2017
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13716,2015
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,13894,2016
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,12950,2015
"碧桂园生态城左岸??
                    洪山-花山生态城-夏芒路28号",30.54873,114.522319,14285,2015
"中南龙庭??
                    武昌-小东门-中南二路80号",30.548545,114.333914,22461,2008
"鹦鹉花园??
                    汉阳-钟家村-拦江路193号",30.548479,114.278623,18560,2000
"新长江香榭琴台墨园??
                    汉阳-钟家村-马鹦路",30.548461,114.257248,21538,2015
"现代大厦??
                    武昌-司门口-中山路317号",30.548428,114.325917,23265,2006
"阳光年华??
                    武昌-小东门-中南二路57号",30.548211,114.331637,25887,2009
"南国明珠1期??
                    汉阳-升官渡-龙阳大道33号",30.547708,114.209043,16030,2012
"南国明珠1期??
                    汉阳-升官渡-龙阳大道33号",30.547708,114.209043,18556,2012
"名流公馆西区??
                    汉阳-钟家村-马沧湖路107号",30.54765,114.256144,17428,2016
"名流公馆东区??
                    汉阳-钟家村-五龙路",30.54765,114.256144,17322,2015
"名流公馆东区??
                    汉阳-钟家村-五龙路",30.54765,114.256144,18155,2015
"中南电力设计院生活区??
                    武昌-小东门-中南二路51号",30.547322,114.334977,23576,1998
"中南电力设计院生活区??
                    武昌-小东门-中南二路51号",30.547322,114.334977,23427,1998
"中南电力设计院生活区??
                    武昌-小东门-中南二路51号",30.547322,114.334977,23427,1997
"中南建筑设计院科研设计中心??
                    武昌-小东门-中南二路2号",30.546888,114.340888,36813,2000
"中南建筑设计院科研设计中心??
                    武昌-小东门-中南二路2号",30.546888,114.340888,41071,1996
"中南建筑设计院科研设计中心??
                    武昌-小东门-中南二路2号",30.546888,114.340888,32105,1997
"中南建筑设计院科研设计中心??
                    武昌-小东门-中南二路2号",30.546888,114.340888,32096,1997
"南国明珠4期??
                    汉阳-建港-芳草路",30.546796,114.209113,19351,2016
"世茂锦绣长江1期??
                    汉阳-钟家村-滨江大道188号",30.546746,114.281253,25446,2014
"朗诗绿色街区??
                    汉阳-升官渡-龙阳大道116号",30.54658,114.202211,20512,2015
"武铁洪山住宅小区??
                    武昌-水果湖-八一路26号",30.546462,114.346264,24050,2000
"武铁洪山住宅小区??
                    武昌-水果湖-八一路26号",30.546462,114.346264,24209,1995
"湖北省测绘局中南大院??
                    武昌-小东门-中南一路50号",30.546319,114.334823,33962,1996
"汉飞又一城??
                    武昌-阅马场首义-彭刘杨路",30.546282,114.302016,31542,2013
"南国明珠2期??
                    汉阳-升官渡-芳草路",30.546129,114.212962,19354,2010
"清能清江锦城一期??
                    洪山-白沙洲-烽胜路55号",30.546029,114.307481,17032,2014
"清能清江锦城一期??
                    洪山-白沙洲-烽胜路55号",30.546029,114.307481,17032,2013
"清能清江锦城一期??
                    洪山-白沙洲-烽胜路55号",30.546029,114.307481,16216,2016
"清能清江锦城一期??
                    洪山-白沙洲-烽胜路55号",30.546029,114.307481,18421,2015
"清能清江锦城二期??
                    洪山-白沙洲-烽胜路55号",30.546029,114.307481,16853,2015
"翠微福苑??
                    汉阳-钟家村-国博大道",30.545961,114.268828,15168,2012
"洪山坊社区(武珞路五巷)??
                    武昌-武昌火车站-武珞路五巷88号",30.545874,114.332731,22619,1998
"世茂锦绣长江2期??
                    汉阳-钟家村-拦江路139附6号",30.545772,114.278078,25694,2009
"凯乐花园??
                    武昌-武昌火车站-武珞路五巷46号",30.545557,114.330356,29527,2005
"凯乐花园??
                    武昌-武昌火车站-武珞路五巷46号",30.545557,114.330356,28025,2006
"武汉生物研究所宿舍??
                    武昌-阅马场首义-临江大道7号",30.545488,114.298758,26190,2010
"彭刘杨路机电宿舍??
                    武昌-阅马场首义-后长街",30.545484,114.3105,23504,1998
"世茂锦绣长江3期??
                    汉阳-建港-鹦鹉大道",30.544641,114.280143,25817,2013
"世茂锦绣长江3期??
                    汉阳-建港-鹦鹉大道",30.544641,114.280143,23736,2015
"银海华庭??
                    武昌-水果湖-八一路87号",30.544573,114.350397,27750,2003
"银海华庭??
                    武昌-水果湖-八一路87号",30.544573,114.350397,25797,2005
"银海华庭??
                    武昌-水果湖-八一路87号",30.544573,114.350397,26051,2006
"广电兰亭熙园??
                    汉阳-建港-马鹦路193号",30.544548,114.256484,21022,2012
"丽水花园??
                    汉阳-建港-马沧湖路380号",30.544457,114.251586,16269,2015
"建设厅社区??
                    武昌-水果湖-中南路18号",30.54436,114.341915,33962,1996
"建设厅社区??
                    武昌-水果湖-中南路18号",30.54436,114.341915,33644,1998
"武汉中国健康谷??
                    蔡甸-知音湖-汉阳大道",30.544147,114.121191,12258,2016
"武汉音乐学院家属区??
                    武昌-阅马场首义-解放路255号",30.543873,114.302658,19444,1998
"嘉园大厦??
                    武昌-武昌火车站-中南一路3号",30.543835,114.338482,20600,2012
"嘉园大厦??
                    武昌-武昌火车站-中南一路3号",30.543835,114.338482,19531,2006
"嘉园大厦??
                    武昌-武昌火车站-中南一路3号",30.543835,114.338482,21551,2008
"紫竹园??
                    江岸-后湖-金桥大道22号",30.543784,114.327032,17039,2008
"紫竹园??
                    江岸-后湖-金桥大道22号",30.543784,114.327032,18297,2002
"鹏程时代??
                    武昌-水果湖-中南路10号",30.542555,114.339564,17796,2005
"鹏程时代??
                    武昌-水果湖-中南路10号",30.542555,114.339564,20158,2003
"育才嘉苑??
                    武昌-武昌火车站-千家街8号",30.54221,114.322563,23571,2005
"石化大院??
                    武昌-水果湖-中南路8号",30.541994,114.339521,31920,1995
"世茂锦绣长江4期??
                    汉阳-建港-鹦鹉小道200号",30.541616,114.274654,24898,2014
"世茂锦绣长江4期??
                    汉阳-建港-鹦鹉小道200号",30.541616,114.274654,24404,2008
"世茂锦绣长江4期??
                    汉阳-建港-鹦鹉小道200号",30.541616,114.274654,24195,2014
"世茂锦绣长江(5期)??
                    汉阳-建港-鹦鹉小道,近鹦鹉路",30.541616,114.274654,24503,2014
"世茂锦绣长江(5期)??
                    汉阳-建港-鹦鹉小道,近鹦鹉路",30.541616,114.274654,27292,2016
"世茂锦绣长江(5期)??
                    汉阳-建港-鹦鹉小道,近鹦鹉路",30.541616,114.274654,23736,2015
"世茂锦绣长江4期??
                    汉阳-建港-鹦鹉小道200号",30.541616,114.274654,27710,2014
"世茂锦绣长江(5期)??
                    汉阳-建港-鹦鹉小道,近鹦鹉路",30.541616,114.274654,27027,2016
"中建广场??
                    武昌-水果湖-中南路2号",30.541215,114.338926,22016,2004
"中建广场??
                    武昌-水果湖-中南路2号",30.541215,114.338926,20000,2007
"广电兰亭都荟??
                    汉阳-建港-马鹦路141号",30.541189,114.261885,21949,2014
"电信宿舍??
                    江汉-杨汊湖-发展大道247号",30.541182,114.359745,17307,1998
"和昌森林湖??
                    汉阳-升官渡-芳草西路",30.540968,114.21042,20000,2015
"紫阳金利屋??
                    武昌-阅马场首义-紫阳路139号",30.540957,114.308273,27551,2006
"广电兰亭珑府??
                    汉阳-建港-江堤中路",30.540237,114.253302,20777,2015
"广电兰亭珑府??
                    汉阳-建港-江堤中路",30.540237,114.253302,20718,2016
"招商公园1872璟园??
                    汉阳-建港-凤举路",30.540121,114.229674,20315,2014
"招商公园1872璟园??
                    汉阳-建港-凤举路",30.540121,114.229674,20400,2015
"招商公园1872璟园??
                    汉阳-建港-凤举路",30.540121,114.229674,15116,2018
"招商公园1872璟园??
                    汉阳-建港-凤举路",30.540121,114.229674,16726,2016
"招商公园1872璟园??
                    汉阳-建港-凤举路",30.540121,114.229674,19021,2017
"中南国际城??
                    武昌-武昌火车站-武珞路442号",30.539913,114.336145,24000,2013
"中南国际城??
                    武昌-武昌火车站-武珞路442号",30.539913,114.336145,26000,2012
"法苑小区??
                    武昌-武昌火车站-张之洞路241号",30.539694,114.316762,20694,1999
"招商公园1872尚府??
                    汉阳-建港-江城大道",30.539669,114.233983,13823,2018
"合汇景苑??
                    汉阳-建港-鹦鹉大道448号",30.53836,114.266517,17204,2010
"梅苑小区??
                    武昌-武昌火车站-紫阳东路80附25号",30.538236,114.333917,21333,1998
"梅苑小区??
                    武昌-武昌火车站-紫阳东路80附25号",30.538236,114.333917,21733,1994
"红鑫佳园??
                    武昌-武昌火车站-梅苑路32号",30.537321,114.330583,20247,2010
"四眼井社区??
                    洪山-广埠屯-珞喻路",30.536979,114.362399,17960,2000
"金桥港湾花园水木廷苑??
                    汉阳-建港-鹦鹉大道446号",30.536742,114.267094,19186,2012
"水陆街社区??
                    武昌-阅马场首义-水陆街",30.536459,114.306651,17656,2000
"卧龙墨水湖边??
                    汉阳-建港-江城大道",30.536156,114.23732,16629,2017
"卧龙墨水湖边??
                    汉阳-建港-江城大道",30.536156,114.23732,16636,2017
